"Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","Country","City","State","Postal Code","Region","Category","Sub-Category","Sales","Quantity","Discount","Profit"
"ORD-157","07/20/2024","07/24/2024","Standard Class","CUST-157","Customer 157","Consumer","United States","City157","State157","10157","South","Office Supplies","Paper","654140485","5","0.2","149136877880866747.5"
"ORD-158","03/15/2025","03/16/2025","Standard Class","CUST-158","Customer 158","Consumer","United States","City158","State158","10158","West","Technology","Copiers","1317869238","3","0.5","353349259091839103.50"
"ORD-159","07/13/2025","07/19/2025","Standard Class","CUST-159","Customer 159","Consumer","United States","City159","State159","10159","East","Office Supplies","Envelopes","182199069","8","0.3","31674012200111986.8"
"ORD-160","01/27/2025","01/29/2025","Standard Class","CUST-160","Customer 160","Consumer","United States","City160","State160","10160","South","Technology","Phones","207936922","8","0.2","3114810086946266.4"
"ORD-161","02/17/2025","02/19/2025","Standard Class","CUST-161","Customer 161","Consumer","United States","City161","State161","10161","Central","Office Supplies","Storage","2023879323","2","0.1","349898498088420403.85"
"ORD-162","06/07/2025","06/13/2025","Standard Class","CUST-162","Customer 162","Consumer","United States","City162","State162","10162","East","Technology","Accessories","1802580961","3","0.2","6542875792408098.45"
"ORD-163","04/12/2025","04/13/2025","Standard Class","CUST-163","Customer 163","Consumer","United States","City163","State163","10163","West","Office Supplies","Binders","1547457668","8","0.2","294245980654844"
"ORD-164","10/12/2025","10/18/2025","Standard Class","CUST-164","Customer 164","Consumer","United States","City164","State164","10164","West","Technology","Copiers","220767493","5","0.4","31422930729044414.35"
"ORD-165","06/01/2024","06/03/2024","Standard Class","CUST-165","Customer 165","Consumer","United States","City165","State165","10165","Central","Furniture","Furnishings","118637764","2","0.4","8221072434939440.20"
"ORD-166","05/07/2025","05/09/2025","Standard Class","CUST-166","Customer 166","Consumer","United States","City166","State166","10166","West","Furniture","Tables","2099108914","8","0.4","539799302657426804.2"
"ORD-167","04/05/2024","04/10/2024","Standard Class","CUST-167","Customer 167","Consumer","United States","City167","State167","10167","West","Technology","Machines","2061633159","1","0.4","215444178035321238.05"
"ORD-168","10/27/2025","10/31/2025","Standard Class","CUST-168","Customer 168","Consumer","United States","City168","State168","10168","West","Technology","Machines","409656467","5","0.4","16347817541277847.5"
"ORD-169","07/06/2024","07/07/2024","Standard Class","CUST-169","Customer 169","Consumer","United States","City169","State169","10169","West","Technology","Machines","946127116","1","0.4","33493858049330333.2"
"ORD-170","04/27/2025","05/01/2025","Standard Class","CUST-170","Customer 170","Consumer","United States","City170","State170","10170","Central","Office Supplies","Binders","1714169607","5","0.3","526552243595864331.75"
"ORD-171","06/09/2024","06/10/2024","Standard Class","CUST-171","Customer 171","Consumer","United States","City171","State171","10171","South","Office Supplies","Paper","1160932441","8","0.3","353479646105470769.9"
"ORD-172","12/07/2024","12/08/2024","Standard Class","CUST-172","Customer 172","Consumer","United States","City172","State172","10172","Central","Furniture","Tables","1421382042","7","0.2","393886736568319336"
"ORD-173","09/03/2024","09/08/2024","Standard Class","CUST-173","Customer 173","Consumer","United States","City173","State173","10173","West","Office Supplies","Storage","732387306","3","0","177128637095183669.70"
"ORD-174","03/03/2025","03/05/2025","Standard Class","CUST-174","Customer 174","Consumer","United States","City174","State174","10174","Central","Furniture","Tables","591698101","6","0.4","53233039835766730.15"
"ORD-175","09/15/2025","09/20/2025","Standard Class","CUST-175","Customer 175","Consumer","United States","City175","State175","10175","South","Technology","Phones","1004321062","9","0.2","302392841859257421.0"
"ORD-176","01/09/2025","01/13/2025","Standard Class","CUST-176","Customer 176","Consumer","United States","City176","State176","10176","Central","Furniture","Chairs","730518576","8","0","60790574121062232.0"
"ORD-177","11/12/2024","11/13/2024","Standard Class","CUST-177","Customer 177","Consumer","United States","City177","State177","10177","South","Office Supplies","Art","1773223361","3","0","61129485774673716.4"
"ORD-178","03/29/2025","04/03/2025","Standard Class","CUST-178","Customer 178","Consumer","United States","City178","State178","10178","West","Technology","Copiers","1153973199","4","0","259505983602825554.85"
"ORD-179","12/03/2025","12/06/2025","Standard Class","CUST-179","Customer 179","Consumer","United States","City179","State179","10179","East","Office Supplies","Paper","1569704930","5","0.1","465429647055328573.50"
"ORD-180","10/23/2024","10/24/2024","Standard Class","CUST-180","Customer 180","Consumer","United States","City180","State180","10180","South","Furniture","Furnishings","568422134","8","0.3","5845917741296026.90"
"ORD-181","04/08/2025","04/09/2025","Standard Class","CUST-181","Customer 181","Consumer","United States","City181","State181","10181","Central","Furniture","Tables","1970634118","1","0.1","316043516331015598.6"
"ORD-182","11/03/2025","11/07/2025","Standard Class","CUST-182","Customer 182","Consumer","United States","City182","State182","10182","Central","Office Supplies","Envelopes","1351318943","7","0.5","271978434369962156.9"
"ORD-183","09/14/2024","09/16/2024","Standard Class","CUST-183","Customer 183","Consumer","United States","City183","State183","10183","Central","Furniture","Bookcases","526046639","1","0.2","9097715702372036"
"ORD-184","09/02/2024","09/04/2024","Standard Class","CUST-184","Customer 184","Consumer","United States","City184","State184","10184","East","Furniture","Tables","1238868944","1","0.5","21788589403169920.40"
"ORD-185","04/13/2024","04/16/2024","Standard Class","CUST-185","Customer 185","Consumer","United States","City185","State185","10185","South","Technology","Phones","477219651","5","0.2","65298776978732051.8"
"ORD-186","07/13/2024","07/17/2024","Standard Class","CUST-186","Customer 186","Consumer","United States","City186","State186","10186","West","Technology","Copiers","1375812705","7","0.4","430943506418034310.25"
"ORD-187","08/01/2024","08/07/2024","Standard Class","CUST-187","Customer 187","Consumer","United States","City187","State187","10187","West","Technology","Accessories","1369994992","4","0.4","166455787141898310.4"
"ORD-188","02/23/2025","02/25/2025","Standard Class","CUST-188","Customer 188","Consumer","United States","City188","State188","10188","South","Technology","Phones","440481791","4","0","112908375164479435.75"
"ORD-189","05/26/2024","05/29/2024","Standard Class","CUST-189","Customer 189","Consumer","United States","City189","State189","10189","South","Office Supplies","Storage","203982999","9","0","44315846210570454.3"
"ORD-190","02/05/2024","02/09/2024","Standard Class","CUST-190","Customer 190","Consumer","United States","City190","State190","10190","West","Technology","Machines","1143695369","7","0.5","216422969771641075.25"
"ORD-191","05/12/2024","05/13/2024","Standard Class","CUST-191","Customer 191","Consumer","United States","City191","State191","10191","Central","Office Supplies","Paper","264391412","7","0.1","46255160298247909.2"
"ORD-192","07/29/2024","08/02/2024","Standard Class","CUST-192","Customer 192","Consumer","United States","City192","State192","10192","Central","Technology","Copiers","1728717337","6","0.2","143726394541525484.7"
"ORD-193","10/12/2024","10/17/2024","Standard Class","CUST-193","Customer 193","Consumer","United States","City193","State193","10193","East","Office Supplies","Binders","2037290366","3","0.3","377335010572395151.0"
"ORD-194","08/02/2025","08/03/2025","Standard Class","CUST-194","Customer 194","Consumer","United States","City194","State194","10194","South","Technology","Copiers","1174531277","1","0.2","82365178158019117.55"
"ORD-195","06/21/2025","06/23/2025","Standard Class","CUST-195","Customer 195","Consumer","United States","City195","State195","10195","South","Furniture","Tables","523202759","1","0.3","126385743513827094.4"
"ORD-196","02/17/2024","02/18/2024","Standard Class","CUST-196","Customer 196","Consumer","United States","City196","State196","10196","West","Office Supplies","Art","1288702689","4","0.2","102979414776050019.55"
"ORD-197","03/29/2024","04/01/2024","Standard Class","CUST-197","Customer 197","Consumer","United States","City197","State197","10197","Central","Technology","Machines","874252582","7","0.3","203135808873614123.6"
"ORD-198","09/22/2024","09/24/2024","Standard Class","CUST-198","Customer 198","Consumer","United States","City198","State198","10198","East","Office Supplies","Paper","2142628614","3","0.1","288422795351090675.6"
"ORD-199","05/19/2024","05/20/2024","Standard Class","CUST-199","Customer 199","Consumer","United States","City199","State199","10199","East","Technology","Accessories","419229114","8","0.5","115050342556438286.2"
"ORD-200","10/06/2025","10/11/2025","Standard Class","CUST-200","Customer 200","Consumer","United States","City200","State200","10200","Central","Technology","Accessories","412244477","8","0.3","87761437949845972.6"
"ORD-201","08/12/2025","08/14/2025","Standard Class","CUST-201","Customer 201","Consumer","United States","City201","State201","10201","Central","Furniture","Chairs","420548524","4","0.2","95979647232174166.8"
"ORD-202","07/09/2025","07/10/2025","Standard Class","CUST-202","Customer 202","Consumer","United States","City202","State202","10202","West","Office Supplies","Envelopes","2021783939","8","0.5","515995271226537479"
"ORD-203","06/04/2025","06/06/2025","Standard Class","CUST-203","Customer 203","Consumer","United States","City203","State203","10203","East","Office Supplies","Paper","300784556","7","0.1","48649982581630470.60"
"ORD-204","05/02/2025","05/03/2025","Standard Class","CUST-204","Customer 204","Consumer","United States","City204","State204","10204","East","Office Supplies","Art","986924131","9","0.1","78576384479495582.35"
"ORD-205","05/14/2024","05/18/2024","Standard Class","CUST-205","Customer 205","Consumer","United States","City205","State205","10205","East","Furniture","Bookcases","887160579","4","0.5","109266210154248847.9"
"ORD-206","03/19/2024","03/24/2024","Standard Class","CUST-206","Customer 206","Consumer","United States","City206","State206","10206","East","Furniture","Tables","841619496","2","0","146794270418067087.60"
"ORD-207","06/25/2025","06/29/2025","Standard Class","CUST-207","Customer 207","Consumer","United States","City207","State207","10207","West","Furniture","Tables","19227632","6","0.3","5594329863533638.00"
"ORD-208","10/17/2024","10/21/2024","Standard Class","CUST-208","Customer 208","Consumer","United States","City208","State208","10208","Central","Technology","Copiers","286043791","8","0.5","87267513210935292.45"
"ORD-209","08/26/2024","08/28/2024","Standard Class","CUST-209","Customer 209","Consumer","United States","City209","State209","10209","West","Technology","Machines","1166254241","1","0.1","204636391158451823.1"
"ORD-210","08/12/2024","08/16/2024","Standard Class","CUST-210","Customer 210","Consumer","United States","City210","State210","10210","Central","Office Supplies","Envelopes","2078042152","6","0.5","58212173919652322.40"
"ORD-211","01/07/2025","01/11/2025","Standard Class","CUST-211","Customer 211","Consumer","United States","City211","State211","10211","East","Technology","Accessories","1799310122","1","0","104868108475901543.8"
"ORD-212","06/14/2024","06/17/2024","Standard Class","CUST-212","Customer 212","Consumer","United States","City212","State212","10212","East","Furniture","Tables","73899233","7","0.2","19438735641819397.4"
"ORD-213","08/03/2025","08/09/2025","Standard Class","CUST-213","Customer 213","Consumer","United States","City213","State213","10213","West","Furniture","Furnishings","524046153","9","0.5","74548578188999700.55"
"ORD-214","07/03/2025","07/08/2025","Standard Class","CUST-214","Customer 214","Consumer","United States","City214","State214","10214","Central","Furniture","Tables","989449528","3","0.2","60018774178611229.20"
"ORD-215","09/09/2025","09/15/2025","Standard Class","CUST-215","Customer 215","Consumer","United States","City215","State215","10215","East","Technology","Machines","1366541849","8","0.5","53224022944326663.35"
"ORD-216","05/21/2025","05/26/2025","Standard Class","CUST-216","Customer 216","Consumer","United States","City216","State216","10216","South","Office Supplies","Paper","1597618911","4","0","459595874788280493.9"
"ORD-217","03/02/2025","03/07/2025","Standard Class","CUST-217","Customer 217","Consumer","United States","City217","State217","10217","Central","Technology","Accessories","429769152","4","0.1","69904356486551702.0"
"ORD-218","07/24/2024","07/28/2024","Standard Class","CUST-218","Customer 218","Consumer","United States","City218","State218","10218","West","Technology","Phones","1988952845","9","0.1","504006911052631985.25"
"ORD-219","11/01/2025","11/05/2025","Standard Class","CUST-219","Customer 219","Consumer","United States","City219","State219","10219","Central","Furniture","Tables","674825782","8","0.5","92733695826523482.90"
"ORD-220","08/20/2024","08/26/2024","Standard Class","CUST-220","Customer 220","Consumer","United States","City220","State220","10220","Central","Technology","Phones","274300947","4","0.5","61992991658005152.7"
"ORD-221","10/23/2025","10/25/2025","Standard Class","CUST-221","Customer 221","Consumer","United States","City221","State221","10221","West","Technology","Copiers","1593612499","3","0","77635075021890468.05"
"ORD-222","07/11/2024","07/13/2024","Standard Class","CUST-222","Customer 222","Consumer","United States","City222","State222","10222","West","Technology","Accessories","1914019615","5","0.5","266113882966527895.5"
"ORD-223","01/21/2024","01/25/2024","Standard Class","CUST-223","Customer 223","Consumer","United States","City223","State223","10223","West","Furniture","Chairs","1759739844","5","0.2","453704255874263322.4"
"ORD-224","06/04/2025","06/09/2025","Standard Class","CUST-224","Customer 224","Consumer","United States","City224","State224","10224","South","Furniture","Furnishings","1320762734","3","0.4","183624701600419438.2"
"ORD-225","10/17/2025","10/18/2025","Standard Class","CUST-225","Customer 225","Consumer","United States","City225","State225","10225","East","Furniture","Furnishings","1003855683","4","0","103512301387219787.1"
"ORD-226","10/12/2025","10/16/2025","Standard Class","CUST-226","Customer 226","Consumer","United States","City226","State226","10226","Central","Office Supplies","Storage","521408808","7","0.2","80204414424346063.60"
"ORD-227","07/19/2024","07/20/2024","Standard Class","CUST-227","Customer 227","Consumer","United States","City227","State227","10227","East","Office Supplies","Binders","507390201","9","0.1","71288295207191384.75"
"ORD-228","12/08/2024","12/11/2024","Standard Class","CUST-228","Customer 228","Consumer","United States","City228","State228","10228","South","Office Supplies","Paper","1404430009","1","0.1","256458520888713517.6"
"ORD-229","11/10/2024","11/14/2024","Standard Class","CUST-229","Customer 229","Consumer","United States","City229","State229","10229","South","Office Supplies","Envelopes","982959897","1","0.2","173036614764509976.1"
"ORD-230","09/08/2025","09/13/2025","Standard Class","CUST-230","Customer 230","Consumer","United States","City230","State230","10230","South","Office Supplies","Paper","131321132","7","0","7196335058551149.40"
"ORD-231","07/24/2025","07/27/2025","Standard Class","CUST-231","Customer 231","Consumer","United States","City231","State231","10231","East","Technology","Phones","1239317069","6","0.4","25361398194469572.45"
"ORD-232","11/15/2024","11/17/2024","Standard Class","CUST-232","Customer 232","Consumer","United States","City232","State232","10232","Central","Technology","Phones","726683309","9","0.4","100461610689942211.2"
"ORD-233","04/29/2024","05/01/2024","Standard Class","CUST-233","Customer 233","Consumer","United States","City233","State233","10233","Central","Technology","Phones","1406473339","7","0.3","97527934892447686.7"
"ORD-234","03/22/2025","03/27/2025","Standard Class","CUST-234","Customer 234","Consumer","United States","City234","State234","10234","West","Office Supplies","Paper","465566765","6","0.2","19204161743609611.25"
"ORD-235","03/08/2024","03/10/2024","Standard Class","CUST-235","Customer 235","Consumer","United States","City235","State235","10235","West","Furniture","Tables","666726541","6","0.2","81802609188599231.55"
"ORD-236","05/08/2025","05/14/2025","Standard Class","CUST-236","Customer 236","Consumer","United States","City236","State236","10236","South","Furniture","Bookcases","1906081447","1","0","582594476366795808.95"
"ORD-237","04/27/2025","05/01/2025","Standard Class","CUST-237","Customer 237","Consumer","United States","City237","State237","10237","Central","Furniture","Furnishings","2054965668","4","0.3","269408804205685073.40"
"ORD-238","03/25/2024","03/31/2024","Standard Class","CUST-238","Customer 238","Consumer","United States","City238","State238","10238","East","Furniture","Tables","1165826538","6","0.4","236642354063725068.50"
"ORD-239","01/14/2024","01/18/2024","Standard Class","CUST-239","Customer 239","Consumer","United States","City239","State239","10239","East","Technology","Copiers","478632497","2","0.4","80052717885698104.65"
"ORD-240","07/21/2025","07/23/2025","Standard Class","CUST-240","Customer 240","Consumer","United States","City240","State240","10240","East","Office Supplies","Art","1595695335","9","0.1","243433774839555173.0"
"ORD-241","01/26/2025","01/30/2025","Standard Class","CUST-241","Customer 241","Consumer","United States","City241","State241","10241","South","Office Supplies","Art","900509229","4","0.4","42687011790008005.1"
"ORD-242","05/17/2025","05/20/2025","Standard Class","CUST-242","Customer 242","Consumer","United States","City242","State242","10242","Central","Furniture","Bookcases","835843374","8","0.3","38588610653632807.8"
"ORD-243","10/24/2025","10/27/2025","Standard Class","CUST-243","Customer 243","Consumer","United States","City243","State243","10243","West","Furniture","Chairs","1954511420","3","0.5","401622603037221008.0"
"ORD-244","07/23/2024","07/27/2024","Standard Class","CUST-244","Customer 244","Consumer","United States","City244","State244","10244","South","Furniture","Bookcases","1686641984","3","0.2","291788970382358760.80"
"ORD-245","06/14/2024","06/18/2024","Standard Class","CUST-245","Customer 245","Consumer","United States","City245","State245","10245","West","Furniture","Bookcases","1617737345","7","0","181144505453430284.5"
"ORD-246","06/23/2025","06/26/2025","Standard Class","CUST-246","Customer 246","Consumer","United States","City246","State246","10246","Central","Furniture","Chairs","1178693730","3","0.2","278026056719499715.0"
"ORD-247","01/07/2025","01/10/2025","Standard Class","CUST-247","Customer 247","Consumer","United States","City247","State247","10247","East","Office Supplies","Paper","2137526543","7","0.4","379793780523078946.35"
"ORD-248","08/12/2024","08/16/2024","Standard Class","CUST-248","Customer 248","Consumer","United States","City248","State248","10248","South","Furniture","Furnishings","1713937149","2","0","549602493049944597.15"
"ORD-249","08/22/2025","08/25/2025","Standard Class","CUST-249","Customer 249","Consumer","United States","City249","State249","10249","West","Technology","Machines","1139289862","6","0.2","9964328194305480.90"
"ORD-250","12/02/2025","12/04/2025","Standard Class","CUST-250","Customer 250","Consumer","United States","City250","State250","10250","South","Technology","Accessories","2056559759","4","0.3","488492428342217093.2"
"ORD-251","06/05/2025","06/07/2025","Standard Class","CUST-251","Customer 251","Consumer","United States","City251","State251","10251","South","Office Supplies","Binders","230787156","8","0.3","44285585548425540.60"
"ORD-252","08/30/2025","08/31/2025","Standard Class","CUST-252","Customer 252","Consumer","United States","City252","State252","10252","West","Office Supplies","Paper","62800879","4","0.1","11852343918206556.55"
"ORD-253","10/31/2025","11/02/2025","Standard Class","CUST-253","Customer 253","Consumer","United States","City253","State253","10253","West","Technology","Accessories","1351837538","2","0.4","51468343970297401.50"
"ORD-254","01/06/2025","01/11/2025","Standard Class","CUST-254","Customer 254","Consumer","United States","City254","State254","10254","West","Office Supplies","Envelopes","2081623559","3","0.3","657549827435122876.15"
"ORD-255","03/05/2025","03/09/2025","Standard Class","CUST-255","Customer 255","Consumer","United States","City255","State255","10255","South","Furniture","Bookcases","2130688080","8","0.5","32839196261593882.00"
"ORD-256","10/29/2025","11/01/2025","Standard Class","CUST-256","Customer 256","Consumer","United States","City256","State256","10256","East","Furniture","Furnishings","2141427636","5","0.3","440297033365362620.4"
"ORD-257","05/08/2024","05/09/2024","Standard Class","CUST-257","Customer 257","Consumer","United States","City257","State257","10257","West","Office Supplies","Envelopes","32383268","6","0","1691146882440623.80"
"ORD-258","01/15/2024","01/17/2024","Standard Class","CUST-258","Customer 258","Consumer","United States","City258","State258","10258","East","Office Supplies","Paper","1684014978","7","0","30071193429415423.2"
"ORD-259","10/04/2025","10/05/2025","Standard Class","CUST-259","Customer 259","Consumer","United States","City259","State259","10259","South","Office Supplies","Binders","419636228","6","0.3","6975428420067272.8"
"ORD-260","05/13/2024","05/16/2024","Standard Class","CUST-260","Customer 260","Consumer","United States","City260","State260","10260","South","Technology","Accessories","1433499224","9","0.1","313860836181192292.80"
"ORD-261","10/11/2025","10/13/2025","Standard Class","CUST-261","Customer 261","Consumer","United States","City261","State261","10261","South","Furniture","Chairs","839376411","4","0.5","251440545664560733.45"
"ORD-262","03/13/2025","03/15/2025","Standard Class","CUST-262","Customer 262","Consumer","United States","City262","State262","10262","South","Office Supplies","Binders","1823430683","1","0.5","584767573724431949.15"
"ORD-263","02/29/2024","03/05/2024","Standard Class","CUST-263","Customer 263","Consumer","United States","City263","State263","10263","South","Technology","Machines","1906764641","1","0.4","250500579483249176.1"
"ORD-264","09/19/2025","09/21/2025","Standard Class","CUST-264","Customer 264","Consumer","United States","City264","State264","10264","West","Office Supplies","Paper","648789364","4","0.4","74203062441991242.4"
"ORD-265","05/13/2024","05/19/2024","Standard Class","CUST-265","Customer 265","Consumer","United States","City265","State265","10265","West","Furniture","Tables","593035772","9","0.2","151770046395843682.4"
"ORD-266","02/09/2024","02/10/2024","Standard Class","CUST-266","Customer 266","Consumer","United States","City266","State266","10266","West","Furniture","Bookcases","2022846722","1","0.2","620350398751161913.4"
"ORD-267","05/13/2024","05/16/2024","Standard Class","CUST-267","Customer 267","Consumer","United States","City267","State267","10267","East","Technology","Machines","245171777","9","0.2","77585810872096844.45"
"ORD-268","07/10/2024","07/14/2024","Standard Class","CUST-268","Customer 268","Consumer","United States","City268","State268","10268","South","Office Supplies","Art","1767353625","4","0.2","333031516003480873.75"
"ORD-269","04/11/2024","04/15/2024","Standard Class","CUST-269","Customer 269","Consumer","United States","City269","State269","10269","West","Office Supplies","Paper","179945515","5","0.3","23930657867526831.5"
"ORD-270","01/05/2025","01/10/2025","Standard Class","CUST-270","Customer 270","Consumer","United States","City270","State270","10270","South","Technology","Accessories","1505767133","8","0.2","207866139635422439.75"
"ORD-271","07/23/2025","07/24/2025","Standard Class","CUST-271","Customer 271","Consumer","United States","City271","State271","10271","East","Furniture","Tables","1305712369","8","0.2","378163524427503147.6"
"ORD-272","08/17/2024","08/22/2024","Standard Class","CUST-272","Customer 272","Consumer","United States","City272","State272","10272","South","Technology","Machines","675898223","3","0.3","148690046029243889.2"
"ORD-273","01/24/2025","01/29/2025","Standard Class","CUST-273","Customer 273","Consumer","United States","City273","State273","10273","West","Technology","Phones","378972579","5","0","78651804268382650.8"
"ORD-274","11/15/2025","11/19/2025","Standard Class","CUST-274","Customer 274","Consumer","United States","City274","State274","10274","East","Furniture","Furnishings","1767618118","9","0.1","551371997463758683.6"
"ORD-275","11/20/2025","11/26/2025","Standard Class","CUST-275","Customer 275","Consumer","United States","City275","State275","10275","West","Technology","Accessories","572126340","1","0.2","21893067682561309.00"
"ORD-276","03/11/2025","03/16/2025","Standard Class","CUST-276","Customer 276","Consumer","United States","City276","State276","10276","South","Furniture","Bookcases","1838771802","1","0.2","160404373238540267.50"
"ORD-277","12/14/2024","12/18/2024","Standard Class","CUST-277","Customer 277","Consumer","United States","City277","State277","10277","Central","Office Supplies","Envelopes","1741438539","4","0.5","416313679223288583.4"
"ORD-278","02/20/2025","02/23/2025","Standard Class","CUST-278","Customer 278","Consumer","United States","City278","State278","10278","Central","Technology","Copiers","958556365","7","0.4","224578630259915768.5"
"ORD-279","01/01/2025","01/05/2025","Standard Class","CUST-279","Customer 279","Consumer","United States","City279","State279","10279","Central","Furniture","Bookcases","202259649","1","0.1","63150483301213783.55"
"ORD-280","02/28/2024","03/02/2024","Standard Class","CUST-280","Customer 280","Consumer","United States","City280","State280","10280","West","Office Supplies","Paper","587697401","8","0","85384206805551253.75"
"ORD-281","09/10/2025","09/11/2025","Standard Class","CUST-281","Customer 281","Consumer","United States","City281","State281","10281","West","Technology","Accessories","1756192616","4","0.3","186464505727576696.00"
"ORD-282","10/09/2024","10/10/2024","Standard Class","CUST-282","Customer 282","Consumer","United States","City282","State282","10282","Central","Furniture","Chairs","1965858476","7","0.4","102855440898304345.2"
"ORD-283","03/22/2025","03/25/2025","Standard Class","CUST-283","Customer 283","Consumer","United States","City283","State283","10283","West","Technology","Phones","1692485972","3","0.5","47333253949203342.20"
"ORD-284","07/02/2025","07/08/2025","Standard Class","CUST-284","Customer 284","Consumer","United States","City284","State284","10284","South","Technology","Accessories","193487443","1","0.5","48238529007724141.05"
"ORD-285","04/18/2024","04/24/2024","Standard Class","CUST-285","Customer 285","Consumer","United States","City285","State285","10285","East","Technology","Copiers","352287829","7","0","105056517422247186.5"
"ORD-286","06/20/2024","06/21/2024","Standard Class","CUST-286","Customer 286","Consumer","United States","City286","State286","10286","South","Office Supplies","Paper","1029855182","3","0.1","311612507242547236.8"
"ORD-287","09/23/2025","09/27/2025","Standard Class","CUST-287","Customer 287","Consumer","United States","City287","State287","10287","West","Furniture","Tables","1836953849","3","0","539527719247777655.2"
"ORD-288","03/01/2024","03/04/2024","Standard Class","CUST-288","Customer 288","Consumer","United States","City288","State288","10288","South","Furniture","Chairs","1400675862","4","0","388420166044566268.8"
"ORD-289","07/31/2025","08/05/2025","Standard Class","CUST-289","Customer 289","Consumer","United States","City289","State289","10289","South","Office Supplies","Storage","974322167","2","0.2","49975543733343230.75"
"ORD-290","12/31/2024","01/06/2025","Standard Class","CUST-290","Customer 290","Consumer","United States","City290","State290","10290","South","Furniture","Bookcases","1791891398","5","0.3","277729842006375302.2"
"ORD-291","03/20/2024","03/24/2024","Standard Class","CUST-291","Customer 291","Consumer","United States","City291","State291","10291","West","Furniture","Bookcases","1636784644","5","0.1","271410215158790645.2"
"ORD-292","12/23/2024","12/26/2024","Standard Class","CUST-292","Customer 292","Consumer","United States","City292","State292","10292","West","Furniture","Chairs","1737629828","6","0.1","438043389465135226.20"
"ORD-293","10/31/2024","11/02/2024","Standard Class","CUST-293","Customer 293","Consumer","United States","City293","State293","10293","South","Technology","Phones","2145648950","2","0.4","15815717555784367.50"
"ORD-294","08/15/2025","08/19/2025","Standard Class","CUST-294","Customer 294","Consumer","United States","City294","State294","10294","East","Office Supplies","Storage","986165063","5","0.1","40550815978783873.5"
"ORD-295","07/23/2024","07/27/2024","Standard Class","CUST-295","Customer 295","Consumer","United States","City295","State295","10295","West","Furniture","Furnishings","1317849311","9","0.1","170800575939685656.3"
"ORD-296","10/10/2024","10/11/2024","Standard Class","CUST-296","Customer 296","Consumer","United States","City296","State296","10296","West","Furniture","Bookcases","376010754","6","0.1","30974018160133784.90"
"ORD-297","09/11/2024","09/13/2024","Standard Class","CUST-297","Customer 297","Consumer","United States","City297","State297","10297","East","Office Supplies","Art","115529888","3","0","17683094013871873.60"
"ORD-298","01/12/2025","01/16/2025","Standard Class","CUST-298","Customer 298","Consumer","United States","City298","State298","10298","East","Office Supplies","Storage","1686380589","9","0","328314861505855430.1"
"ORD-299","12/10/2024","12/14/2024","Standard Class","CUST-299","Customer 299","Consumer","United States","City299","State299","10299","Central","Office Supplies","Binders","1955871247","5","0.1","191114973752114256.25"
"ORD-300","10/23/2024","10/27/2024","Standard Class","CUST-300","Customer 300","Consumer","United States","City300","State300","10300","South","Office Supplies","Envelopes","79703123","2","0.5","13908623315979045.05"
"ORD-301","02/05/2025","02/10/2025","Standard Class","CUST-301","Customer 301","Consumer","United States","City301","State301","10301","East","Furniture","Bookcases","1394564503","7","0.1","199528249230377497"
"ORD-302","02/13/2024","02/15/2024","Standard Class","CUST-302","Customer 302","Consumer","United States","City302","State302","10302","East","Technology","Machines","533196512","7","0.2","57071919279469676"
"ORD-303","11/04/2025","11/06/2025","Standard Class","CUST-303","Customer 303","Consumer","United States","City303","State303","10303","West","Furniture","Bookcases","1566467285","4","0.4","169517350594831269.75"
"ORD-304","04/11/2025","04/13/2025","Standard Class","CUST-304","Customer 304","Consumer","United States","City304","State304","10304","South","Furniture","Chairs","525071701","2","0.5","153523901162749036.2"
"ORD-305","12/18/2024","12/23/2024","Standard Class","CUST-305","Customer 305","Consumer","United States","City305","State305","10305","East","Furniture","Bookcases","244319314","1","0.4","49499811046431874.6"
"ORD-306","05/09/2024","05/13/2024","Standard Class","CUST-306","Customer 306","Consumer","United States","City306","State306","10306","Central","Technology","Accessories","1774207471","9","0","418120757008822552.7"
"ORD-307","05/06/2024","05/11/2024","Standard Class","CUST-307","Customer 307","Consumer","United States","City307","State307","10307","Central","Furniture","Furnishings","244074486","9","0.2","67379489795403931.90"
"ORD-308","09/18/2024","09/23/2024","Standard Class","CUST-308","Customer 308","Consumer","United States","City308","State308","10308","East","Furniture","Furnishings","317852002","4","0.5","86793783247183969.50"
"ORD-309","09/21/2025","09/23/2025","Standard Class","CUST-309","Customer 309","Consumer","United States","City309","State309","10309","West","Technology","Phones","306167923","6","0.2","85094227469139161.55"
"ORD-310","12/21/2024","12/25/2024","Standard Class","CUST-310","Customer 310","Consumer","United States","City310","State310","10310","West","Office Supplies","Envelopes","1969319116","2","0.2","447293599639633403.40"
"ORD-311","02/27/2025","03/05/2025","Standard Class","CUST-311","Customer 311","Consumer","United States","City311","State311","10311","Central","Technology","Accessories","824953379","3","0.3","72285759717712118.65"
"ORD-312","11/09/2024","11/10/2024","Standard Class","CUST-312","Customer 312","Consumer","United States","City312","State312","10312","East","Office Supplies","Envelopes","1291006652","6","0.5","234968360618635443.2"
"ORD-313","10/28/2024","10/29/2024","Standard Class","CUST-313","Customer 313","Consumer","United States","City313","State313","10313","South","Office Supplies","Paper","508254758","9","0","49671628859885477.50"
